"module_code","word","phonetic","meaning","example"
"cet4","leading","/'li:diŋ | 'liːdɪŋ | 'lidɪŋ/","adj. 指导的；最主要的","The army played a leading role in organizing the attempted coup."
"cet4","leaf","/li:f | liːf | lif/","n. 叶，叶子","a flowering bush with large shiny leaves"
"cet4","league","/li:ɡ | liːg | lig/","n. 同盟，联盟；联合会","He makes his football league debut tomorrow."
"cet4","leak","/li:k | liːk | lik/","v. 漏；泄露; n. 漏洞","The roof is leaking."
"cet4","lean","/li:n | liːn | lin/","v. 倾斜，屈身；靠","trees leaning in the wind"
"cet4","leap","/li:p | liːp | lip/","v. 跳，跃; n. 跳跃","My heart leaped when I saw Paul at the airport."
"cet4","learn","/lə:n | lɜːn | lɝn/","vi&vt. 学，学习","What’s the best way to learn a language?"
"cet4","learned","/'lə:nid | 'lɜːnd; ˈlɜ:nɪd | 'lɝnd; lɝ​nɪd/","adj. 有学问的；学术上的","a learned professor"
"cet4","learning","/'lə:niŋ | 'lɜːnɪŋ | 'lɝnɪŋ/","n. 学习；学问，知识","a man of great learning"
"cet4","lease","/liːs | lis/","n. 租约，租契; vt. 出租； 租得， 租有","The landlord refused to renew his lease."
"cet4","least","/li:st | liːst | list/","adj. 最少的; adv. 最少","I try to offend the least amount of people possible."
"cet4","leather","/'leðə | 'lɛðɚ/","n. 皮革；皮革制品","The inside of the bag was lined with soft leather."
"cet4","leave","/li:v | liːv | liv/","v. 离去; v. 离开","My baby gets upset when I leave the room."
"cet4","lecture","/'lektʃə | 'lɛktʃɚ/","n&vi. 演讲，讲课","...a series of lectures by Professor Eric Robinson."
"cet4","left","/left | lɛft/","adj. 左边的; adv. 在左边","She held out her left hand."
"cet4","leg","/leɡ | leg | lɛɡ/","n. 腿，腿部","a young boy with skinny legs"
"cet4","legal","/'li:ɡl | 'ligl/","adj. 法律的","What the company has done is perfectly legal."
"cet4","legend","/'ledʒənd | 'ledʒ(ə)nd | 'lɛdʒənd/","n. 传奇","Local legend has it that (= says that ) the island was the original Garden of Eden."
"cet4","legislation","/ˌledʒɪs'leɪʃn | ,lɛdʒɪs'leʃən/","n. 法律， 法规； 立法， 法律的制定","This is a very important piece of legislation (= law )."
"cet4","leisure","/'lɛʒə | 'leʒə(r) | 'liʒɚ/","n. 悠闲，空闲","Most people now enjoy shorter working hours and more leisure time."
"cet4","lemon","/'lemən | 'lɛmən/","n. 柠檬，柠檬树","a slice of lemon"
"cet4","lend","/lend | lɛnd/","v. 把…借给，贷(款)","The bank is reassessing its criteria for lending money."
"cet4","length","/leŋθ, leŋkθ | leŋθ | [leŋθ]/","n. 长，长度；一段","We measured the length and width of the living room."
"cet4","lengthy","/'leŋθi | 'leŋθɪ | 'lɛŋθi/","adj. 长的，漫长的","A lengthy period of training is required."
"cet4","lens","/lenz | lɛnz/","n. 透镜，镜片；镜头","a standard 50mm lens"
"cet4","less","/les | lɛs/","adj. 更少的; adv. 更少地","Maybe he would worry less if he understood the situation."
"cet4","lessen","/'lesən | 'les(ə)n | 'lɛsn/","v. 减少","Gradually her anxiety lessened."
"cet4","lesson","/'lesən | 'les(ə)n | 'lɛsn/","n. 功课，课；课程","piano lessons"
"cet4","lest","/lest | lɛst/","conj. 惟恐，以免","She turned away from the window lest anyone see them."
"cet4","let","/let | lɛt/","v. 允许，让；使","I can’t come out tonight – my dad won’t let me."
"cet4","letter","/'letə | 'lɛtɚ/","n. 信；证书；字母","There are 26 letters in the English alphabet."
"cet4","level","/'levəl | 'lev(ə)l | 'lɛvl/","n. 水平面; adj. 水平的","Inflation fell to its lowest level in 30 years."
"cet4","lever","/'li:və, 'le- | 'liːvə | 'lɛvɚ/","n. 杆，杠杆；控制杆","Pull this lever to open the gate."
"cet4","liability","/ˌlaɪəˈbɪləti | 'laɪə'bɪləti/","n. 责任","But without the formal business entity, you have no hope of limiting your personal liability."
"cet4","liable","/'laiəbl | 'laɪəb(ə)l | 'laɪəbl/","adj. 易于…的；可能的","The car is liable to overheat on long trips."
"cet4","liar","/'laiə | 'laɪə | 'laɪɚ/","n. 说谎的人","Are you calling me a liar?"
"cet4","liberal","/'libərəl | 'lɪb(ə)r(ə)l | 'lɪbərəl/","adj. 心胸宽大的；慷慨的","a liberal supply of drinks"
"cet4","liberate","/'libəreit | 'lɪbəreɪt | 'lɪbə'ret/","v. 解放；释放","A few days later, our armies liberated the city."
"cet4","liberation","/,libə'reiʃən | lɪbə'reɪʃ(ə)n | ,lɪbə'reʃən/","n. 解放","They pant after liberation."
"cet4","liberty","/'libəti | 'lɪbətɪ | 'lɪbɚti/","n. 自由；释放；许可","the fight for liberty and equality"
"cet4","librarian","/lai'brεəriən | laɪ'breərɪən | laɪ'brɛrɪən/","n. 图书馆馆长","The new librarian is a friend of mine."
"cet4","library","/'laibrəri | ˈlaɪbrərɪ | laɪˌbrɛrɪ/","n. 图书馆；藏书","a public library"
"cet4","license","/'laisəns | 'laɪsns/","n. 许可；执照; v. 准许","No special license will be regranted to anyone from now on."
"cet4","lick","/lik | lɪk/","v. 舔；舔吃","The dog jumped up and licked her face."
"cet4","lid","/lid | lɪd/","n. 盖子，盖，囊盖","She lifted the lid of the box and displayed the contents."
"cet4","lie","/lai | laɪ/","v. 躺，平放；位于","The town lies in a small wooded valley."
"cet4","lieutenant","/lef'tenənt, lu:'t- | lef'tenənt | lu'tɛnənt/","n. 陆军中尉；副职官员","He was preferred to lieutenant."
"cet4","life","/laif | laɪf/","n. 生命；一生；寿命","Learning goes on throughout life."
"cet4","lifetime","/'laiftaim | 'laɪftaɪm/","n. 一生，终身","It’s the sort of opportunity you see only once in a lifetime."
"cet4","lift","/lift | lɪft/","v. 提起，提高; n. 电梯","Sophie lifted the phone before the second ring."
"cet4","light","/laɪt/","adj. 轻的，少量的","You can carry this bag – it’s fairly light."
"cet4","lighten","/'laitən | 'laɪt(ə)n | 'laɪtn/","v. 照亮，使明亮","As the sky lightened, we were able to see where we were."
"cet4","lightly","/'laitli | 'laɪtlɪ | 'laɪtli/","adv. 轻轻地，轻松地","I knocked lightly on the door."
"cet4","lightning","/'laitniŋ | 'laɪtnɪŋ/","n. 闪电，闪电放电","Two farmworkers were struck by lightning (= hit by lightning )."
"cet4","like","/laik | laɪk/","v. 喜欢；喜爱；希望","I like your jacket."
"cet4","likely","/'laikli | 'laɪklɪ | 'laɪkli/","adj. 可能的; adv. 很可能","Snow showers are likely tomorrow."
"cet4","likewise","/'laikwaiz | 'laɪkwaɪz/","adv. 同样地；也，又","Nanny put on a shawl and told the girls to do likewise."
"cet4","limb","/lim | lɪm/","n. 肢，臂，翼；树枝","She would be able to stretch out her cramped limbs and rest for a few hours."
"cet4","lime","/laim | laɪm/","n. 石灰","The lime has turned to powder."
"cet4","limit","/'limit | 'lɪmɪt/","n. 限度；限制；范围","a 55 mph speed limit"
"cet4","limitation","/lɪmɪ'teɪʃ(ə)n | ,lɪmɪ'teʃən/","n. 限制；限度，局限","a nuclear limitation treaty"
"cet4","limited","/'limitid | 'lɪmɪtɪd/","adj. 有限的","My knowledge of the business is limited."
"cet4","limp","/lɪmp/","adj. 软的；不强壮的; v. 〔因一腿受伤而〕跛行，一瘸一拐地走; n. 跛行","a limp handshake"
"cet4","line","/lain | laɪn/","n. 线；排；路线；线条","Draw a straight line across the top of the page."
"cet4","linen","/'linin | 'lɪnɪn/","n. 亚麻布；亚麻织物","a linen jacket"
"cet4","liner","/'lainə | 'laɪnə | 'laɪnɚ/","n. 班船，班机","Then he would take an air liner to another city for travel."
"cet4","link","/liŋk | lɪŋk/","v. 有环连接; n. 环","He walked with her, linking arms (= putting his arm around her arm )."
"cet4","lion","/'laiən | 'laɪən/","n. 狮子；勇猛的人","The wounded lion bellowed out."
"cet4","lip","/lip | lɪp/","n. 嘴唇","She had big eyes and full lips (= large and round lips )."
"cet4","liquid","/'likwid | 'lɪkwɪd/","n. 液体; adj. 液体的","Add a little more liquid to the sauce."
"cet4","liquor","/'likə | 'lɪkə | 'lɪkɚ/","n. 酒；溶液，液剂",""
"cet4","list","/list | lɪst/","n. 表，目录; n. 列举","High on the list of public demands is to end military control of broadcasting."
"cet4","listen","/'lisən | 'lɪs(ə)n | 'lɪsn/","v. 听，留神听；听从","Listen! There’s a strange noise in the engine."
"cet4","listener","/'lisənə | 'lɪs(ə)nə | 'lɪsənɚ/","n. 听者，听众之一","a new programme for younger listeners"
"cet4","liter","/'li:tə | ˈli:tə(r) | litɚ/","n. 升(容量单位)","So this is moles per liter per second, right? It's disappearance of some concentration for time."
"cet4","literary","/'litərəri | 'lɪt(ə)(rə)rɪ | lɪtərɛri/","adj. 文学(上)的","a literary prize"
"cet4","literature","/'litərətʃə | lɪtərəˌtʃʊr/","n. 文学，文学作品；文献","He has read many of the major works of literature."
"cet4","little","/'litl | 'lɪt(ə)l | 'lɪtl/","adj. 小的；少；幼小的","a little house"
"cet4","live","/lɪv,lʌɪv | laɪv；lɪv/","v. 居住；活; adj. 活的","He lives just across the street from me."
"cet4","lively","/'laivli | 'laɪvlɪ | 'laɪvli/","adj. 活泼的；逼真的","a lively child"
"cet4","liver","/'livə | 'lɪvə | 'lɪvɚ/","n. 肝；肝脏","Three weeks ago, it was discovered the cancer had spread to his liver."
"cet4","living","/'liviŋ | 'lɪvɪŋ/","adj. 活的; n. 生活，生计","He’s one of the greatest living composers."
"cet4","load","/ləud | ləʊd | lod/","v. 装；装满; n. 负载","Have you finished loading up?"
"cet4","loaf","/ləuf | ləʊf | lof/","n. 一条面包，一个面包","a loaf of bread"
"cet4","loan","/ləun | ləʊn | lon/","n. 贷款","We obtained a loan from the government."
"cet4","lobby","/'lɔbi | 'lɒbɪ | 'lɑbi/","n. 大堂; v. 游说","a hotel lobby"
"cet4","local","/'ləukəl | 'ləʊk(ə)l | ˈloʊkl/","adj. 地方的；局部的","local hospital"
"cet4","locate","/英 [ləuˈkeit] 美 [ˈloˌket,loˈket] | lə(ʊ)'keɪt | ˈloˌket; loˈket/","v. 位于，定位","The business is located right in the center of town."
"cet4","location","/ləu'keiʃən | lə(ʊ)'keɪʃ(ə)n | lo'keʃən/","n. 位置，场所","His apartment is in a really good location."
"cet4","lock","/lɔk | lɒk | lɑk/","n. 锁; v. 锁上，锁住","I’m sorry, there isn’t a lock on the bathroom door."
"cet4","locomotive","/'ləukə,məutiv, ,ləukə'm- | ləʊkə'məʊtɪv | ,lokə'motɪv/","n. 火车头，机车",""
"cet4","lodge","/lɔdʒ | lɒdʒ | lɑdʒ/","v. 住宿，暂住","a building used to lodge prisoners of war"
"cet4","log","/lɒg | lɔɡ/","n. 原木，木料","a roaring log fire"
"cet4","logic","/'lɔdʒik | 'lɒdʒɪk | 'lɑdʒɪk/","n. 逻辑","There isa certain logicin their choice of architect."
"cet4","logical","/'lɔdʒikəl | 'lɒdʒɪk(ə)l | 'lɑdʒɪkl/","adj. 逻辑的；符合逻辑的","The detective has to discover the murderer by logical deduction."
"cet4","logically","/'lɔdʒikli | 'lɑdʒɪkli/","adv. 合乎情理地，符合逻辑地",""
"cet4","lonely","/'ləunli | 'ləʊnlɪ | 'lonli/","adj. 孤独的；荒凉的","a lonely old man"
"cet4","long","/lɒŋ | lɔŋ/","v. 渴望","How long will it take to get there?"
"cet4","look","/luk | lʊk/","v. 看，显得; n. 看","We sneaked out while Jessie’s mom wasn’t looking."
"cet4","loop","/lu:p | luːp | lup/","n. 圈，环，环孔","Mrs. Morrell reached for a loop of garden hose."
"cet4","loose","/lu:s | luːs | lus/","adj. 松的；宽松的","a loose floorboard"
"cet4","loosen","/'lu:sən | 'luːs(ə)n | 'lusn/","v. 解开；使松驰","You’ll need a spanner to loosen that bolt."
"cet4","lord","/lɔ:d | lɔːd | lɔrd/","n. 贵族；上帝","Lord Salisbury"
"cet4","lorry","/'lɔ:ri, 'lɔ:- | 'lɒrɪ | 'lɔri/","n. 运货汽车，卡车","Now and then they heard the roar of a heavy lorry."
"cet4","lose","/lu:z | luːz | luz/","v. 失去；迷失；输掉","I’ve lost my appetite."
"cet4","loss","/lɔs, lɔ:s | lɒs | lɔs/","n. 遗失；损失；失败","The company is closing down two of its factories, leading to 430 job losses ."
"cet4","lot","/lɒt | lɑt/","n. 许多，大量；签，阄","We’ve spent a lot on the children’s education."
"cet4","loud","/laud | laʊd/","adj. 响亮的；吵闹的","The book fell to the floor with a loud bang."
"cet4","loudspeaker","/'laud'spi:kə | laʊd'spiːkə | ,laʊd'spikɚ/","n. 扬声器，喇叭","The loudspeaker announced the arrival of the train."
"cet4","love","/lʌv/","v. 爱，喜欢; n. 爱","I love you, Tracy."
"cet4","lovely","/'lʌvlɪ | 'lʌvli/","adj. 可爱的；令人愉快的","She had a lovely face."
"cet4","lover","/'lʌvə | 'lʌvɚ/","n. 爱好者；情人；情侣","He killed his wife’s lover."
"cet4","low","/ləu | ləʊ/","adj. 低的，矮的；低下的","Their safety standards seem to be pretty low."
"cet4","lower","/'ləuə | 'ləʊə | 'loɚ/","adj. 较低的; v. 放下","Temperatures will be lower over the weekend."
"cet4","loyal","/'lɔiəl | 'lɒɪəl | 'lɔɪəl/","adj. 忠诚的，忠心的","a loyal supporter of the team"
"cet4","loyalty","/'lɔɪəltɪ | 'lɔɪəlti/","n. 忠诚，忠实","the agony of divided loyalties (= loyalty to two different or opposing people ) for the children in a divorce"
"cet4","luck","/lʌk/","n. 运气；好运，幸运","You’re not having much luck today, are you?"
"cet4","lucky","/'lʌki | 'lʌkɪ/","adj. 幸运的；吉祥的","I didn’t really know your name – it was just a lucky guess ."
"cet4","luggage","/'lʌɡidʒ | 'lʌgɪdʒ | 'lʌɡɪdʒ/","n. 行李；皮箱，皮包","They searched his luggage for illegal drugs."
"cet4","lumber","/'lʌmbə | 'lʌmbɚ/","n. 木材；木料；制材","It was made of soft lumber, spruce by the look of it."
"cet4","lump","/lʌmp/","n. 团，块；肿块","Strain the custard to remove lumps."
"cet4","lunch","/lʌn(t)ʃ | lʌntʃ/","n. 午餐，(美)便餐","What’s for lunch?"
"cet4","lung","/lʌŋ/","n. 肺脏，肺","Smoking can cause lung cancer."
"cet4","luxury","/'lʌkʃəri, 'lʌɡʒəri | 'lʌkʃ(ə)rɪ | 'lʌɡʒəri/","n. 奢侈，奢华；奢侈品","He was leading a life of luxury in Australia."
"cet4","machine","/mə'ʃi:n | mə'ʃiːn | mə'ʃin/","n. 机器；机械","Could you get me a coffee from the drinks machine ?"
"cet4","machinery","/mə'ʃiːnəri | mə'ʃinəri/","n. 机器， 机械","...quality tools and machinery."
"cet4","mad","/mæd/","adj. 发疯的；恼火的","He can’t possibly get that finished in time. He must be mad !"
"cet4","madam","/'mædəm/","n. 夫人，女士，太太","Are you being served, Madam?"
"cet4","magazine","/mægə'ziːn | 'mæɡəzin/","n. 杂志，期刊","a magazine article"
"cet4","magic","/'mædʒik | 'mædʒɪk/","n. 魔法，巫术；戏法","Do you believe in magic?"
"cet4","magnet","/'mæɡnit | ˈmæɡnɪt | 'mægnɪt/","n. 磁铁，磁石，磁体","It's possible to hang a nail from a magnet and then use that nail to pick up another nail."
"cet4","magnetic","/mæɡ'netik | mæg'netɪk | mæg'nɛtɪk/","adj. 磁的，有吸引力的","magnetic forces"
"cet4","magnificent","/mæɡ'nifisənt | mæg'nɪfɪs(ə)nt | mæg'nɪfəsnt/","n. 壮丽的；华丽的","The magnificent beau is dancing to the light of chandeliers."
"cet4","maid","/meid | meɪd | med/","n. 女佣，女仆；少女","a kitchen maid"
"cet4","mail","/meil | meɪl | mel/","n. 邮件; v. 邮寄","You shouldn’t read other people’s mail."
"cet4","main","/mein | meɪn/","adj. 主要的，最重要的","The main reason for living in Spain is the weather."
"cet4","mainframe","/'meɪnfreɪm | 'menfrem/","n. 主机， 大型机","If a problem does occur, a signal is automatically sent to the mainframe."
"cet4","mainland","/'meinlənd | 'meɪnlənd; -lænd | 'menlænd/","n. 大陆","flights between a Greek island and the mainland"
"cet4","mainly","/'meinli | 'meɪnlɪ | 'menli/","adv. 主要地，大体上","Her illness was caused mainly by stress."
"cet4","mainstream","/'meinstri:m | 'meɪnstri:m | 'menstrim/","n. 主流","Genet started as a rebel, but soon became part of the literary mainstream."
"cet4","maintain","/mein'tein | meɪn'teɪn | men'ten/","v. 维持，主张","Careers Officers maintain contact with young people when they have left school."
"cet4","maintenance","/'meintənəns | 'meɪnt(ə)nəns; -tɪn- | 'mentənəns/","n. 维持，保持；维修","the cost of repairs and maintenance"
"cet4","major","/'meidʒə | 'meɪdʒə(r) | 'medʒɚ/","adj. 主要的; v. 主修","There are two major political parties in the US."
"cet4","majority","/mə'dʒɔriti | mə'dʒɒrətɪ | mə'dʒɔrəti/","n. 多数","The Labour Party won a huge majority at the last general election."
"cet4","make","/meik | meɪk | mek/","v. 使；做，制造","I’m going to show you how to make a box for your tools."
"cet4","makeup","/'meikʌp | 'meɪkʌp | 'mek,ʌp/","n. 化装","Normally she wore little makeup, but this evening was clearly an exception."
"cet4","male","/meil | meɪl | mel/","adj. 男的，雄的; n. 男子","a deep male voice"
"cet4","malfunction","/mæl'fʌŋkʃən | mæl'fʌŋ(k)ʃ(ə)n | ,mæl'fʌŋkʃən/","n. 失灵，故障","a malfunction in one of the engines"
"cet4","man","/mæn/","n. 男人；人；人类","There were two men and a woman in the car."
"cet4","manage","/'mænɪdʒ/","v. 管理；设法；对付","He was asked to manage a new department."
"cet4","management","/'mænidʒmənt | 'mænɪdʒm(ə)nt | 'mænɪdʒmənt/","n. 管理；经营，处理","a lack of management skills"
"cet4","manager","/'mænidʒə | 'mænɪdʒə | 'mænɪdʒɚ/","n. 经理，管理人","one of our regional managers"
"cet4","mankind","/,mæn'kaind | ,mæn'kaɪnd | mæn'kaɪnd/","n. 人类","Since earliest times, mankind has been fascinated by fire."
"cet4","manly","/'mænli | 'mænlɪ/","adj. 男子气概的，果断的","a deep manly voice"
"cet4","manner","/'mænə | 'mænɚ/","n. 方式；态度；礼貌","He felt some guilt over the manner of her death."
"cet4","manual","/'mænjuəl | 'mænjʊ(ə)l/","adj. 体力的; n. 手册","People in manual occupations have a lower life expectancy."
"cet4","manufacture","/,mænju'fæktʃə | ˌmænjʊ'fæktʃə(r) | 'mænjə'fæktʃɚ/","v. 制造，生产","the company that manufactured the drug"
"cet4","manufacturer","/,mænju'fæktʃərə | ,mænjʊ'fæktʃ(ə)rə(r) | ,mænju'fæktʃərɚ/","n. 制造商；制造厂","Read the manufacturer’s instructions before using your new dishwasher."
"cet4","many","/'meni | 'menɪ | 'mɛni/","adj. 许多的; pron. 许多人","Among his many hobbies was the breeding of fine horses."
"cet4","map","/mæp/","n. 地图；图；天体图","According to the map we should turn left."
"cet4","marble","/'mɑ:bl | 'mɑːb(ə)l | 'mɑrbl/","n. 大理石","The columns were of white marble."
"cet4","March","/ma:tʃ | mɑːtʃ | mɑrtʃ/","n. 三月","I flew to Milwaukee in early March."
"cet4","margin","/'mɑ:dʒin | 'mɑ:dʒɪn | 'mɑrdʒən/","n. 边缘，范围","the western margin of southern Africa"
"cet4","marginalize","/'mɑ:dʒinəlaiz | 'mɑːdʒɪn(ə)laɪz | 'mɑrdʒɪnəlaɪz/","v. 边缘化，排斥","Female employees complained of being marginalized by management."
"cet4","marine","/mə'ri:n | mə'riːn | mə'rin/","adj. 海的；海上的","the enormous variety of marine life"
"cet4","mark","/mɑːk/","n. 斑点；记号; v. 标明","The kitten is mainly white with black marks on her back."
"cet4","market","/'mɑ:kit | 'mɑːkɪt | 'mɑrkɪt/","n. 市场；集市；销路","Our main overseas market is Japan."
"cet4","marriage","/'mæridʒ | 'mærɪdʒ/","n. 结婚，婚姻；婚礼","She has three daughters from a previous marriage."
"cet4","married","/'mærid | 'mærɪd/","adj. 已婚的；婚姻的","Are you married or single?"
"cet4","marry","/'mæri | 'mærɪ/","v. 娶，嫁; v. 结婚","He married Bea in 1925."
"cet4","marvellous","/'mɑ:viləs | 'mɑːv(ə)ləs | 'mɑrvələs/","adj. 奇迹般的；了不起的","‘How was your holiday?’ ‘Marvellous!’"
"cet4","marvelous","/'mɑ:viləs | 'mɑ:vɪləs | 'mɑrvələs/","adj. 引起惊异的",""
"cet4","Marxism","/'ma:ksizəm/","n. 马克思主义","They openly revised Marxism."
"cet4","Marxist","/'ma:ksist | 'mɑrksɪst/","adj. 马克思主义的","a Marxist perspective"
"cet4","masculine","/'mæskjulin | 'mæskjʊlɪn | 'mæskjəlɪn/","adj. 男性的","They’re nice curtains, but I’d prefer something a little more masculine."
"cet4","mask","/mɑ:sk, mæsk | mɑːsk | mæsk/","v. 掩饰","Men often mask their true feelings with humour."
"cet4","mass","/mæs/","n. 众多；团；群众","The food had congealed into a sticky mass."
"cet4","massive","/'mæsiv | 'mæsɪv/","adj. 巨大的 大量的","The bell is massive, weighing over 40 tons."
"cet4","master","/'mɑ:stə, 'mæstə | 'mɑːstə | 'mæstɚ/","n. 主人；能手；硕士","a work of art by a true master"
"cet4","masterpiece","/'mɑ:stəpi:s, 'mæs- | 'mɑːstəpiːs | 'mæstəpis/","n. 杰作，名著","Mary Shelley was just 18 when she wrote the horror masterpiece ‘Frankenstein’."
"cet4","mat","/mæt/","n. 席子；草席；垫子","Wipe your feet on the mat."
"cet4","match","/mætʃ/","n. 比赛，竞赛；对手","It’s our last match of the season."
"cet4","mate","/meit | meɪt | met/","n. 伙伴，同事；配偶","He has found his ideal mate."
"cet4","material","/mə'tiəriəl | mə'tɪərɪəl | mə'tɪrɪəl/","n. 材料；素材a物质的","materials like wood or stone"
"cet4","materialism","/mə'tiəriəlizəm | mə'tɪərɪəlɪz(ə)m | mə'tɪrɪəlɪzəm/","n. 唯物主义","a reaction to a world full of shallow materialism"
"cet4","mathematical","/,mæθi'mætikəl | mæθ(ə)'mætɪk(ə)l | ,mæθə'mætɪkl/","adj. 数学的，数学上的","mathematical analysis"
"cet4","mathematics","/,mæθə'mætiks | mæθ(ə)'mætɪks | ,mæθə'mætɪks/","n. 数学","...a professor of mathematics at Boston College."
"cet4","maths","/mæθs/","n. (英)数学","the new maths teacher"
"cet4","matter","/'mætə(r) | 'mætɚ/","v. 要紧，重要","If I have to stay late at work tonight, it won’t matter because we can go out another night."
"cet4","mature","/mə'tjuə | məˈtʃʊə(r) | mə'tʃʊr/","adj. 成熟的","Laura is very mature for her age ."
"cet4","maximum","/'mæksiməm | 'mæksɪməm | ˈmæksəməm/","n & a. 最大值的，最大量的","We might have a third child, but that’s the absolute maximum ."
"cet4","may","/mei | meɪ | me/","v. aux可能；可以，祝","I may be late, so don’t wait for me."
"cet4","maybe","/'meibi | 'meɪbiː; -bɪ | 'mebi/","adv. 大概，或许；也许","Maybe it’s all just a big misunderstanding."
"cet4","mayor","/'mεə | ˈmeɪə | 'meɚ/","n. 市长","the election of the London mayor"
"cet4","me","/mi:, 弱mi | miː | mi/","pron. (宾格)我","Stop, you’re hurting me."
"cet4","meadow","/'medəu | 'medəʊ | 'mɛdo/","n. 草地，牧草地",""
"cet4","meal","/mi:l | miːl | mil/","n. 膳食，一餐","We must have a meal together some time."
"cet4","mean","/miːn | min/","v. 作…解释；意指","""Credible"" means ""believable."""
"cet4","meaning","/'mi:niŋ | 'miːnɪŋ | 'minɪŋ/","n. 意义，意思；意图","What’s the meaning of this? I asked you to be here an hour ago!"
"cet4","means","/mi:nz | minz/","n. 方法","The only means of communication was sign language."
"cet4","meantime","/'mi:n'taim | 'miːntaɪm | 'min'taɪm/","n. 其时，其间; adv. 当时","The doctor will be here soon. In the meantime, try and relax."
"cet4","meanwhile","/'mi:nwail | 'miːnwaɪl | 'minwaɪl/","adv. 同时，当时","Cook the sauce over a medium heat until it thickens. Meanwhile start boiling the water for the pasta."
"cet4","measurable","/'meʒərəbl | 'meʒ(ə)rəb(ə)l | 'mɛʒərəbl/","adj. 可测量的","measurable results"
"cet4","measure","/'meʒə | 'mɛʒɚ/","n. 分量，尺寸，量具，测量；; v. 测量","She soon got the measure of her opponent."
"cet4","measurement","/'meʒəmənt | 'meʒəm(ə)nt | 'mɛʒɚmənt/","n. 衡量，测量；尺寸","accurate measurement of body temperature"
"cet4","meat","/mi:t | miːt | mit/","n. 肉","I gave up eating meat a few months ago."
"cet4","mechanic","/mi'kænik | mə'kænɪk/","n. 机械师","a garage mechanic"
"cet4","mechanical","/mi'kænikəl | mɪ'kænɪk(ə)l | mɪ'kænɪkəl/","adj. 机械的；力学的","The flight has been cancelled due to mechanical failure ."
"cet4","mechanically","/mi'kænikəli | mɪ'kænɪkəlɪ | mɪ'kænɪkəli/","adv. 机械地","Never copy foreign things blindly or mechanically."
"cet4","mechanics","/mi'kæniks | mɪ'kænɪks | mə'kænɪks/","n. 力学；技术性细节","He has not studied mechanics or engineering."
"cet4","mechanism","/'mekənizəm | 'mekənɪzəm | 'mɛkənɪzəm/","n. 机制，机能","the brake mechanism"
"cet4","medal","/'medəl | 'med(ə)l | 'mɛdl/","n. 奖章，勋章，纪念章","She won a gold medal at the last Olympics."
"cet4","media","/'miːdiə/","n. 新闻媒介， 传播媒介","The scandal was widely reported in the national media ."
"cet4","medical","/'medikəl | 'medɪk(ə)l | 'mɛdɪkl/","adj. 医学的；内科的","medical research"
"cet4","medication","/ˌmedi'keɪʃn | 'mɛdɪ'keʃən/","n. 药物治疗； 药物","When somebody comes for treatment I always ask them if they are on any medication."
"cet4","medicine","/'medisin | 'meds(ə)n; 'medɪsɪn | 'mɛdsn/","n. 内服药；医学","She studied medicine at Johns Hopkins University."
"cet4","Mediterranean","/,meditə'reiniən | ,mɛdətə'renɪən/","n. 地中海; adj. 地中海的","You have the choice of night fishing in the Mediterranean, or windsurfing on a lake in Switzerland."
"cet4","medium","/'mi:diəm, -djəm | 'miːdɪəm | 'midɪəm/","n. 媒质；中间a中等的","Advertising is a powerful medium."
"cet4","meet","/mi:t | miːt | mit/","v. 遇见; v. 相遇","You’ll never guess who I met in town."
"cet4","meeting","/'mi:tiŋ | 'miːtɪŋ | 'mitɪŋ/","n. 聚集，会合，会见","We’re having a meeting next week to discuss the matter."
"cet4","melon","/'melən | 'mɛlən/","n. 瓜，甜瓜","...some juicy slices of melon."
"cet4","melt","/melt | mɛlt/","v. 融化","It was warmer now, and the snow was beginning to melt."
"cet4","member","/'membə | 'mɛmbɚ/","n. 成员，会员","The majority of union members voted in favour of a strike."
"cet4","membership","/'membəʃɪp | 'mɛmbɚʃɪp/","n. 会员身份， 会籍； 全体会员， 会员数","You should carry your membership card with you at all times."
"cet4","memorial","/英 [mə'mɔ:rɪəl] 美 [məˈmɔriəl, -ˈmor | mə'mɔːrɪəl | mə'morɪəl/","adj. 纪念的；记忆的","A memorial service is being held for her at St. Paul's Church."
"cet4","memorize","/'meməraiz | 'meməraɪz | 'mɛmə'raɪz/","v. 熟记，牢记","He studied his map, trying to memorize the way to Rose's street."
"cet4","memory","/'meməri | 'mem(ə)rɪ | 'mɛməri/","n. 记忆；回忆；存储","He has lots of happy memories of his stay in Japan."
"cet4","mend","/mend | mɛnd/","v. 修理，修补，缝补","My father used to mend our shoes."
"cet4","mental","/'mentəl | 'ment(ə)l | 'mɛntl/","adj. 智力的；精神的","The centre provides help for people suffering from mental illness ."
"cet4","mention","/'menʃən | 'menʃ(ə)n | 'mɛnʃən/","vt&n. 提及，说起","Was my name mentioned at all?"
"cet4","menu","/'menju:, mə'nju: | ˈmenju: | 'mɛnju/","n. 菜单","Could we have the menu, please?"
"cet4","merchant","/'mə:tʃənt | 'mɜːtʃ(ə)nt | 'mɝtʃənt/","n. 商人；零售商","the son of a wealthy merchant"
"cet4","mercury","","n. 水银，汞","Some thieves have eaten off their irons with mercury water."
"cet4","mercy","/'mə:si | 'mɜːsɪ | 'mɝsi/","n. 仁慈，慈悲，恩惠","He showed no mercy to his enemies."
